Reparto,Classe,Categoria,Codice,Descrizione,Valore,Mese,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Anno
DIPEND,VARIE - ,MONOUSO - ,VAR.MON.00027,BICCHIERI PLASTICA BIANCHI 8CL 1CFX100PZ,4.0,07,CF,CF,1.0,1.0,4,2024
DIPEND,VARIE - ,MONOUSO - ,VAR.MON.00028,PALETTINA THE/CAFFE 11 CM 1CFX500PZ,4.5,07,CF,CF,1.0,4.5,1,2024
DIPEND,BEVERAGE - ,ACQUA - ,BEV.ACQ.00008,ACQUA NATURALE SORGESANA  2LTX6,52.2,06,BT,BT,1.0,0.2037,396,2024
DIPEND,BEVERAGE - ,CAFFETT - ,BEV.CAF.00003,CAFFE IN GRANI,323.0,06,KG,GR,1000.0,17.0,19,2024
DIPEND,FOOD - ,CARNEBIA - ,FOO.CBI.00001,PETTO DI POLLO INTERO,23.2165,06,KG,KG,1.0,9.4794,3,2024
DIPEND,FOOD - ,CARNEBIA - ,FOO.CBI.00002,COSCIOTTI DI POLLO,85.5027,06,KG,KG,1.0,4.0404,21.923,2024
DIPEND,FOOD - ,CARNEBIA - ,FOO.CBI.00003,COTOLETTA DI POLLO GELO,18.5,06,KG,GR,1000.0,3.7,5,2024
DIPEND,FOOD - ,CARNEROS - ,FOO.CRO.00002,LONZA DI MAIALE,74.5676,06,KG,KG,1.0,7.6894,10.6,2024
DIPEND,FOOD - ,CARNEROS - ,FOO.CRO.00003,MACINATO DI CARNE,46.43,06,KG,KG,1.0,13.8933,4.09,2024
DIPEND,FOOD - ,CARNEROS - ,FOO.CRO.00007,HAMBURGER SURGELATO AMADORI,46.8,06,KG,GR,1000.0,13.0,3.6,2024
DIPEND,FOOD - ,CEREALI - ,FOO.CER.00002,CEREALI CORN FLAKES ALPEDI' 1KG,13.0737,06,KG,KG,1.0,3.8219,14,2024
DIPEND,FOOD - ,FORMAGG - ,FOO.FOR.00007,FORMAGGIO GRATTUGGIATO SORESINA 100GR,2.34,06,PZ,PZ,1.0,1.17,2,2024
DIPEND,FOOD - ,LATTICIN - ,FOO.LAT.00001,FIOR DI LATTE CUBETTATO,15.0,06,KG,GR,1000.0,7.5,2,2024
DIPEND,FOOD - ,ORTAGGI - ,FOO.ORT.00003,PATATE,13.6568,06,KG,KG,1.0,1.3,10,2024
DIPEND,FOOD - ,ORTAGGI - ,FOO.ORT.00004,CAROTE,2.954,06,KG,GR,1000.0,1.4792,2,2024
DIPEND,FOOD - ,ORTAGGI - ,FOO.ORT.00006,BASILICO,5.7087,06,KG,GR,1000.0,2.144,1,2024
DIPEND,FOOD - ,ORTAGGI - ,FOO.ORT.0009,INSALATA ICEBERG,5.963,06,PZ,PZ,1.0,1.6667,5,2024
DIPEND,FOOD - ,PANE - ,FOO.PAN.00005,PANGRATTATO MULINO BIANCO 400GR,1.1083,06,PZ,PZ,1.0,1.1775,1,2024
DIPEND,FOOD - ,PASTAGRA - ,FOO.PST.00001,PASTA DITALI 500GR,1.3269,06,KG,GR,1000.0,1.2449,1.5,2024
DIPEND,FOOD - ,PASTAGRA - ,FOO.PST.00003,PASTA PENNE LISCE 500GR,7.92,06,KG,GR,1000.0,1.32,6,2024
DIPEND,FOOD - ,PASTAGRA - ,FOO.PST.00005,PASTA RIGATONI 500GR,24.42,06,KG,KG,1.0,1.448,18.5,2024
DIPEND,FOOD - ,PASTAGRA - ,FOO.PST.00007,PASTA MISTA 500GR,5.94,06,KG,KG,1.0,1.32,4.5,2024
DIPEND,FOOD - ,PESCESUR - ,FOO.PSU.00001,FILETTI DI MERLUZZO,161.302,06,KG,KG,1.0,10.125,13,2024
DIPEND,FOOD - ,PESCESUR - ,FOO.PSU.00002,BASTONCINI DI MERLUZZO,83.02,06,KG,KG,1.0,11.2065,14,2024
DIPEND,FOOD - ,RISO - ,FOO.RIS.00002,RISO ARBORIO,7.47,06,KG,GR,1000.0,2.1895,3,2024
DIPEND,FOOD - ,SCATOLAM - ,FOO.SCA.00002,MAIS IN SCATOLA 326GRX24PZ,1.2542,06,PZ,PZ,1.0,1.1372,1,2024
DIPEND,FOOD - ,SCATOLAM - ,FOO.SCA.00005,FUNGHI CHAMPIGNON 400GRX24PZ,2.0,06,PZ,PZ,1.0,0.5,4,2024
DIPEND,FOOD - ,SCATOLAM - ,FOO.SCA.00006,PASSATA DI POMODORO POMILIA 700GRX12,5.6356,06,PZ,PZ,1.0,1.1271,5,2024
DIPEND,FOOD - ,SCATOLAM - ,FOO.SCA.00009,PISELLI 300GR X 12PZ,33.358,06,PZ,PZ,1.0,2.99,27,2024
DIPEND,FOOD - ,SCATOLAM - ,FOO.SCA.00010,CECI 400GRX3PZ,19.9572,06,PZ,PZ,1.0,1.0183,12,2024
DIPEND,FOOD - ,SCATOLAM - ,FOO.SCA.00012,FAGIOLI BORLOTTI 400GRX12PZ,11.1024,06,PZ,PZ,1.0,0.8551,13,2024
DIPEND,FOOD - ,SCATOLAM - ,FOO.SCA.00013,TONNO' 80GR,29.2764,06,PZ,PZ,1.0,2.4397,12,2024
DIPEND,FOOD - ,SEMILSAL - ,FOO.SSA.00010,FRITTO MISTO 6KG,42.9575,06,KG,KG,1.0,7.179,7.5,2024
DIPEND,FOOD - ,SEMILSAL - ,FOO.SSA.00014,CORDON BLUE,25.05,06,KG,KG,1.0,8.35,3,2024
DIPEND,FOOD - ,VERDURA - ,FOO.VER.00001,CIPOLLA,6.3252,06,KG,KG,1.0,1.5472,4,2024
DIPEND,VARIE - ,CARTBUSA - ,VAR.CAR.00015,BOBINA CARTA STRONG 800 STRAPPIX10,31.4286,06,PZ,PZ,1.0,3.7585,8,2024
DIPEND,VARIE - ,MONOUSO - ,VAR.MON.00006,BICCHIERI CARTA 10 CL SP4 1X50 PZ,6.0,06,CF,CF,1.0,0.8381,10,2024
DIPEND,VARIE - ,MONOUSO - ,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,89.0525,06,CF,CF,1.0,5.5827,21,2024
DIPEND,BEVERAGE - ,ACQUA - ,BEV.ACQ.00008,ACQUA NATURALE SORGESANA  2LTX6,46.2697,08,BT,BT,1.0,0.2037,216,2024
DIPEND,BEVERAGE - ,CAFFETT - ,BEV.CAF.00003,CAFFE IN GRANI,34.0,08,KG,GR,1000.0,17.0,2,2024
DIPEND,FOOD - ,CARNEBIA - ,FOO.CBI.00002,COSCIOTTI DI POLLO,155.8655,08,KG,KG,1.0,4.0404,37.64,2024
DIPEND,FOOD - ,CARNEBIA - ,FOO.CBI.00003,COTOLETTA DI POLLO GELO,9.25,08,KG,GR,1000.0,3.7,2.5,2024
DIPEND,FOOD - ,CARNEROS - ,FOO.CRO.00002,LONZA DI MAIALE,116.1447,08,KG,KG,1.0,7.6894,16.24,2024
DIPEND,FOOD - ,MONODOLC - ,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,9.5966,08,KG,KG,1.0,2.7154,3.5,2024
DIPEND,FOOD - ,PASTAGRA - ,FOO.PST.00001,PASTA DITALI 500GR,4.8653,08,KG,GR,1000.0,1.2449,5.5,2024
DIPEND,FOOD - ,PASTAGRA - ,FOO.PST.00003,PASTA PENNE LISCE 500GR,15.84,08,KG,GR,1000.0,1.32,12,2024
DIPEND,FOOD - ,PASTAGRA - ,FOO.PST.00005,PASTA RIGATONI 500GR,2.64,08,KG,KG,1.0,1.448,2,2024
DIPEND,FOOD - ,PASTAGRA - ,FOO.PST.00006,PASTA TUBETTONI 500GR,11.88,08,KG,KG,1.0,1.32,9,2024
DIPEND,FOOD - ,PASTAGRA - ,FOO.PST.00007,PASTA MISTA 500GR,3.96,08,KG,KG,1.0,1.32,3,2024
DIPEND,FOOD - ,PESCESUR - ,FOO.PSU.00001,FILETTI DI MERLUZZO,81.0,08,KG,KG,1.0,10.125,8,2024
DIPEND,FOOD - ,PESCESUR - ,FOO.PSU.00002,BASTONCINI DI MERLUZZO,67.7456,08,KG,KG,1.0,11.2065,6.5,2024
DIPEND,FOOD - ,SCATOLAM - ,FOO.SCA.00002,MAIS IN SCATOLA 326GRX24PZ,4.3948,08,PZ,PZ,1.0,1.1372,3,2024
DIPEND,FOOD - ,SCATOLAM - ,FOO.SCA.00009,PISELLI 300GR X 12PZ,20.8267,08,PZ,PZ,1.0,2.99,17,2024
DIPEND,FOOD - ,SCATOLAM - ,FOO.SCA.00010,CECI 400GRX3PZ,7.77,08,PZ,PZ,1.0,1.0183,7,2024
DIPEND,FOOD - ,SCATOLAM - ,FOO.SCA.00019,LENTICCHIE GR 400,6.7938,08,PZ,PZ,1.0,2.6327,3,2024
DIPEND,FOOD - ,SEMILDOL - ,FOO.SDO.00042,BISCOTTI GRAN MERENDA 500GR,24.033,08,CF,CF,1.0,2.3517,10,2024
DIPEND,FOOD - ,SEMILSAL - ,FOO.SSA.00014,CORDON BLUE,25.05,08,KG,KG,1.0,8.35,3,2024
DIPEND,VARIE - ,MONOUSO - ,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,10.0748,08,CF,CF,1.0,5.5827,2,2024
DIPEND,VARIE - ,MONOUSO - ,VAR.MON.00027,BICCHIERI PLASTICA BIANCHI 8CL 1CFX100PZ,4.0,08,CF,CF,1.0,1.0,4,2024
DIPEND,VARIE - ,MONOUSO - ,VAR.MON.00028,PALETTINA THE/CAFFE 11 CM 1CFX500PZ,4.5,08,CF,CF,1.0,4.5,1,2024
DIPEND,VARIE - ,MONOUSO - ,VAR.MON.00047,BICCHIERI CARTA 300ML 10CFX100PZ,8.8,08,CF,CF,1.0,8.8,1,2024
MANRESID,MANUTENZ - ,MAT.VARI - ,MAN.MAV.00038,TAPPETI (RESIDENCE),62.7,06,MT,MT,1.0,13.9333,4.5,2024
MANRESID,MANUTENZ - ,MATELETT - ,MAN.ELE.00051,"LAMPADINA LED 5,5W E14 3000K",1.526,10,PZ,PZ,1.0,1.526,1,2024
BRK,BEVERAGE - ,ACQUA - ,BEV.ACQ.00004,ACQUA FRIZZANTE 50CL X 12,1.7805,08,BT,BT,1.0,0.1496,12,2024
BRK,BEVERAGE - ,ACQUA - ,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,3.15,08,BT,BT,1.0,0.15,21,2024
BRK,BEVERAGE - ,CAFFETT - ,BEV.CAF.00004,CAMOMILLA 1CF X 20 PZ,2.5146,08,CF,PZ,20.0,1.2891,2,2024
BRK,BEVERAGE - ,CAFFETT - ,BEV.CAF.00005,THE TWINNINGS PURE GREEN 1CFX25PZ,12.8605,08,CF,PZ,25.0,2.2606,5,2024
BRK,BEVERAGE - ,CAFFETT - ,BEV.CAF.00006,THE TWINNINGS EARL GREY 1CFX25PZ,12.6105,08,CF,PZ,25.0,1.905,7,2024
BRK,BEVERAGE - ,CAFFETT - ,BEV.CAF.00007,THE TWINNINGS FRUTTI ROSSI 1CFX25PZ,5.1082,08,CF,PZ,25.0,1.9015,2,2024
BRK,BEVERAGE - ,CAFFETT - ,BEV.CAF.00009,DIETOR,36.5934,08,CF,CF,1.0,2.4505,15,2024
BRK,BEVERAGE - ,CAFFETT - ,BEV.CAF.00010,THE TWINNINGS NERO ENG. BREAKFAST 1CFX25,31.294,08,CF,PZ,25.0,3.2405,10,2024
BRK,BEVERAGE - ,CAFFETT - ,BEV.CAF.00013,TISANA TWINNINGS FRUTTI ROSSI 1CFX20PZ,16.055,08,CF,PZ,20.0,3.211,5,2024
BRK,BEVERAGE - ,CAFFETT - ,BEV.CAF.00025,ORZO SOLUBILE 250GR X 20,48.0,08,PZ,PZ,1.0,24.0,2,2024
BRK,BEVERAGE - ,CAFFETT - ,BEV.CAF.00028,LATTE SOLUBILE 500GR x 20 pz,225.8256,08,PZ,PZ,1.0,5.7915,42,2024
BRK,BEVERAGE - ,CAFFETT - ,CAF.BEV.00004,CAFFE IN GRANI BREAKFAST,675.0,08,KG,GR,100.0,15.0,45,2024
BRK,BEVERAGE - ,LATTE - ,BEV.LAT.00001,LATTE INTERO UHT LT.1,127.6709,08,LT,LT,1.0,1.216,105,2024
BRK,BEVERAGE - ,LATTE - ,BEV.LAT.00002,LATTE DI RISO LT.1,7.9513,08,LT,LT,1.0,1.3208,5,2024
BRK,BEVERAGE - ,LATTE - ,BEV.LAT.00003,LATTE DI SOIA LT.1,18.1874,08,LT,LT,1.0,1.6799,11,2024
BRK,BEVERAGE - ,LATTE - ,BEV.LAT.00004,LATTE UHT PARZIALMENTE SCREMATO,37.4376,08,LT,LT,1.0,1.04,36,2024
BRK,BEVERAGE - ,LATTE - ,BEV.LAT.00005,LATTE UHT SENZA LATTOSIO 1LT,12.539,08,LT,LT,1.0,1.23,10,2024
BRK,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00028,SUCCO CONCENTRATO ARANCIA ROSSA 4GKX4PZ,167.0,08,PZ,PZ,1.0,41.75,4,2024
BRK,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00029,SUCCO CONCENTRATO ACE 4GKX4PZ,250.5,08,PZ,PZ,1.0,41.75,6,2024
BRK,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00030,SUCCO CONCENTRATO ANANAS 4GKX4PZ,292.25,08,PZ,PZ,1.0,41.75,7,2024
BRK,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00031,SUCCO CONCENTRATO ARANCIA BIONDA 4GKX4PZ,250.5,08,PZ,PZ,1.0,41.75,6,2024
BRK,FOOD - ,BURR - ,FOO.BUR.00001,BURRO MONO 1CFX100PZ,129.2346,08,CF,PZ,100.0,10.6585,13,2024
BRK,FOOD - ,CARNEROS - ,FOO.CRO.00001,SALSICCIA AIA LUGANEGA,430.2423,08,KG,KG,1.0,7.664,56.21,2024
BRK,FOOD - ,CEREALI - ,FOO.CER.00001,CEREALI RISO SOFFIATO CACAO ALPEDI' 1KG,14.4477,08,KG,KG,1.0,3.8395,4,2024
BRK,FOOD - ,CEREALI - ,FOO.CER.00002,CEREALI CORN FLAKES ALPEDI' 1KG,8.3619,08,KG,KG,1.0,3.8219,3,2024
BRK,FOOD - ,CEREALI - ,FOO.CER.00003,CEREALI RISO SOFFIATO ALPEDI' 1KG,3.6705,08,KG,KG,1.0,2.411,1,2024
BRK,FOOD - ,CEREALI - ,FOO.CER.00004,MUESLI CIOCCOLATO E NOCCIOLE 1KG,44.7858,08,KG,KG,1.0,5.1664,9,2024
BRK,FOOD - ,CEREALI - ,FOO.CER.00006,CEREALI ALL BRAN KELLOGG'S GR.500,11.5926,08,PZ,PZ,1.0,3.8617,3,2024
BRK,FOOD - ,CEREALI - ,FOO.CER.00007,MUESLI FRUTTI ROSSI 500GR,56.2263,08,KG,KG,1.0,5.4415,12.5,2024
BRK,FOOD - ,FORMAGG - ,FOO.FOR.00001,EMMENTAL ALPEDOR,329.2349,08,KG,GR,1000.0,7.3838,44.77,2024
BRK,FOOD - ,FORMAGG - ,FOO.FOR.00003,FORMAGGIO PHILADELPHIA MONO 60PZ,200.8166,08,CF,PZ,1.0,16.7349,12,2024
BRK,FOOD - ,FORMAGG - ,FOO.FOR.00017,SCAMORZA AFFUMICATA,238.1559,08,KG,GR,1000.0,9.331,25,2024
BRK,FOOD - ,FRUTTFRE - ,FOO.FRU.00008,ANGURIA,553.5614,08,KG,GR,1000.0,1.4229,567.48,2024
BRK,FOOD - ,FRUTTFRE - ,FOO.FRU.00009,MELONE CANTALUPO,436.3488,08,KG,GR,1000.0,1.821,259.1,2024
BRK,FOOD - ,FRUTTFRE - ,FOO.FRU.00010,MELONE GIALLO,443.542,08,KG,GR,1000.0,1.489,316,2024
BRK,FOOD - ,FRUTTSEC - ,FOO.FRS.00008,SEMI DI GIRASOLE,4.1133,08,KG,GR,1000.0,4.1133,1,2024
BRK,FOOD - ,FRUTTSEC - ,FOO.FRS.00009,SEMI DI ZUCCA,21.384,08,KG,GR,1000.0,10.6913,2,2024
BRK,FOOD - ,FRUTTSEC - ,FOO.FRS.00011,MISTO ESOTICO,28.0812,08,KG,GR,1000.0,9.3602,3,2024
BRK,FOOD - ,FRUTTSEC - ,FOO.FRS.00012,MISTO FRUTTI ROSSI,37.479,08,KG,GR,1000.0,12.493,3,2024
BRK,FOOD - ,FRUTTSEC - ,FOO.FRS.00013,BANANA CHIPS,14.934,08,KG,GR,1000.0,7.467,2,2024
BRK,FOOD - ,LATTICIN - ,FOO.LAT.00008,CILIEGINE 25GR,265.05,08,KG,GR,1000.0,7.5,35.34,2024
BRK,FOOD - ,MONODOLC - ,FOO.MDO.00001,BIFETTE MULINO BIANCO GR17X100PZ,29.8606,08,PZ,PZ,1.0,0.1379,219,2024
BRK,FOOD - ,MONODOLC - ,FOO.MDO.00002,BIFETTE INTEGRALI MULINO BIANCO17GRX100P,14.5365,08,PZ,PZ,1.0,0.1381,107,2024
BRK,FOOD - ,MONODOLC - ,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,43.8703,08,KG,KG,1.0,2.7154,16,2024
BRK,FOOD - ,MONODOLC - ,FOO.MON.00009,ZUCCHERO DI CANNA BUSTINE 10KG,16.8389,08,KG,KG,1.0,2.9253,6.5,2024
BRK,FOOD - ,MONODOLC - ,FOO.MON.00010,NUTELLA MONO 15GRX120PZ,302.5415,08,PZ,PZ,1.0,0.1801,1680,2024
BRK,FOOD - ,ORTAGGI - ,FOO.ORT.00002,POMODORO CUORE DI BUE,379.3473,08,KG,KG,1.0,3.0293,146.3,2024
BRK,FOOD - ,ORTAGGI - ,FOO.ORT.00010,MISTICANZA,149.9881,08,PZ,PZ,1.0,1.211,120,2024
BRK,FOOD - ,ORTAGGI - ,FOO.ORT.00016,POMODORI SORRENTO,143.8299,08,KG,GR,1000.0,1.6366,62.2,2024
BRK,FOOD - ,PANE - ,FOO.PAN.00001,PANE BIANCO IN CASSETTA GR.400,98.131,08,CF,CF,1.0,1.1831,82,2024
BRK,FOOD - ,PANE - ,FOO.PAN.00002,PANE INTEGRALE IN CASSETTA  GR 400,62.5465,08,CF,CF,1.0,1.18,53,2024
BRK,FOOD - ,PANE - ,FOO.PAN.00003,PANE CIABATTA,190.17,08,KG,KG,1.0,3.0,63.39,2024
BRK,FOOD - ,PANE - ,FOO.PAN.00017,PANFETTE GLUTEEN FREE GR 75 X 20PZ,9.0,08,PZ,PZ,1.0,1.8,6,2024
BRK,FOOD - ,PANE - ,FOO.PAN.00018,KIT COLAZIONE GLUTEEN FREE,72.45,08,PZ,PZ,1.0,24.15,3,2024
BRK,FOOD - ,PASTICCE - ,FOO.PPP.00003,STACCANTE ALIMENTARE SPRAY PER FORNO,4.5367,08,PZ,PZ,1.0,4.5367,1,2024
BRK,FOOD - ,PASTICCE - ,FOO.PPP.00010,"BURRO PER DOLCI 2,5KG",2.0007,08,KG,KG,1.0,6.669,0.3,2024
BRK,FOOD - ,PASTICCE - ,FOO.PPP.00011,MIELE 10KG,47.6272,08,KG,GR,1.0,5.9534,8,2024
BRK,FOOD - ,PASTICCE - ,FOO.PPP.00013,CIOCCOLATO FONDENTE,2.2838,08,KG,KG,1.0,11.4188,0.2,2024
BRK,FOOD - ,SALUMI - ,FOO.SAL.00001,MORTADELLA IGP,120.9938,08,KG,KG,1.0,6.7412,18.23,2024
BRK,FOOD - ,SALUMI - ,FOO.SAL.00003,SALAME MILANO FIORUCCI,228.4815,08,KG,KG,1.0,11.6723,20.22,2024
BRK,FOOD - ,SALUMI - ,FOO.SAL.00004,PETTO DI TACCHINO FERRARINI,460.4521,08,KG,KG,1.0,13.9696,31.57,2024
BRK,FOOD - ,SALUMI - ,FOO.SAL.00005,PANCETTA / BACON,566.9406,08,KG,KG,1.0,10.8796,49.5,2024
BRK,FOOD - ,SALUMI - ,FOO.SAL.00006,PROSCIUTTO COTTO FERRARINI,440.8433,08,KG,KG,1.0,7.7524,56.37,2024
BRK,FOOD - ,SCATOLAM - ,FOO.SCA.00001,FAGIOLI HEINZ 415GRX24PZ,408.296,08,PZ,PZ,1.0,2.9195,140,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00004,TORTA ARTIGIANALE CAPRESE 1KG,567.0351,08,PZ,PZ,1.0,15.0618,37,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00005,TORTA ARTIGIANALE CROSTATA 1KG,473.9734,08,PZ,PZ,1.0,14.9028,32,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00006,TORTA ARTIGIANALE ALLE CAROTE 1 KG,319.0236,08,PZ,PZ,1.0,14.8271,26,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00007,PLUMCAKE ARTIGIANALE CACAO 800GR,201.899,08,PZ,PZ,1.0,10.9522,20,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00008,PASTIERA NAPOLETANA 100GRX24PZ,424.0041,08,PZ,PZ,1.0,1.1042,384,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00009,SFOGLIATELLE FROLLE 27GRX7KG,245.7567,08,KG,KG,1.0,6.7571,36.37,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00010,SFOGLIATELLE RICCE 27GRX7KG,317.9904,08,KG,KG,1.0,6.7571,47.06,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00011,SACCOTTINO AL CIOCCOLATO 30GRX150PZ,411.3753,08,PZ,PZ,1.0,0.3513,1171,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00012,GIRELLA CREMA E UVETTA 30GRX150PZ,210.4309,08,PZ,PZ,1.0,0.3513,599,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00013,CORNETTO VUOTO 30GRX150PZ,714.5479,08,PZ,PZ,1.0,0.3513,2034,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00014,"CIAMBELLA MINI 25GRX2,5KG",567.3088,08,KG,KG,1.0,15.04,37.72,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00015,"KRAPFEN AL CIOCCOLATO 20GRX2,5KG",568.4,08,KG,KG,1.0,16.24,35,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00016,MUFFIN MINI MELA CANNELLA 25GRX70PZ,178.2079,08,PZ,PZ,1.0,0.4629,385,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00017,MUFFIN MINI CACAO 27GRX70PZ,248.1095,08,PZ,PZ,1.0,0.4629,536,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00018,TRECCIA MINI NOCI PECAN 50GRX80PZ,363.5098,08,PZ,PZ,1.0,0.5021,725,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00019,CORNETTO PRINCIPINO CIOCCOLATO 35GRX85PZ,398.7307,08,PZ,PZ,1.0,0.3271,1219,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00020,CORNETTO PRINCIPINO CREMA 35GRX85PZ,400.6879,08,PZ,PZ,1.0,0.3271,1225,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00021,CORNETTO PRINCIPINO MARMELLATA 35GRX85PZ,399.0445,08,PZ,PZ,1.0,0.3271,1220,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00022,CORNETTO VEG PRINCIPINO CEREAL 35GRX100P,43.125,08,PZ,PZ,1.0,0.345,125,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00023,CORNETTO GF CACAO NOCCIOLE 100GRX12PZ,63.0615,08,PZ,PZ,1.0,2.8662,22,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00024,CORNETTO GF ALBICOCCA 100GRX12PZ,34.8,08,PZ,PZ,1.0,2.9,12,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00028,PLUMCAKE ARTIGIANALE AL LIMONE 800 GR,408.9582,08,PZ,PZ,1.0,11.6737,36,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00029,TORTA  ARTIGIANALE ALLE MELE 1 KG,409.8755,08,PZ,PZ,1.0,15.0679,27,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00031,CONFETTURA CILIEGIA 900GRX6PZ,9.4656,08,PZ,PZ,1.0,3.1552,3,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00032,CONFETTURA FRAGOLA 900GRX6PZ,12.0622,08,PZ,PZ,1.0,6.0311,2,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00033,CONFETTURA ALBICOCCA 900GRX6PZ,13.9,08,PZ,PZ,1.0,6.95,2,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00034,CONFETTURA PESCA 900GRX6PZ,4.0981,08,PZ,PZ,1.0,4.0981,1,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00035,MIELE 900GRX6PZ,60.0,08,PZ,PZ,1.0,10.0,6,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00036,SCIROPPO D'ACERO 900GRX6PZ,60.0,08,PZ,PZ,1.0,7.5,8,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00037,CONFETTURA FRUTTI DI BOSCO 900GRX6PZ,6.4808,08,PZ,PZ,1.0,6.4808,1,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00043,COPPETTA X MARMELLATA CIALDA 500PZ,23.8,08,PZ,PZ,1.0,0.0476,500,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00044,BURRO DI ARACHIDI 800GRX6PZ,32.4968,08,PZ,PZ,1.0,16.2484,2,2024
BRK,FOOD - ,SEMILDOL - ,FOO.SDO.00047,PANCAKE PREPARATO MACCHINA GR 730,687.5,08,PZ,PZ,1.0,12.5,55,2024
BRK,FOOD - ,SEMILSAL - ,FOO.SSA.00011,"PANINI ALPE ADRIA MIX 3,5GRX2,7KG",430.2368,08,KG,KG,1.0,9.5185,45.2,2024
BRK,FOOD - ,SEMILSAL - ,FOO.SSA.00012,PATATE SURGELATE LA RISSOLEE GR.700,145.5553,08,PZ,PZ,1.0,2.114,69,2024
BRK,FOOD - ,SEMILSAL - ,FOO.SSA.00013,"PATATE SURGELATE A CUBETTI 2,5KGX4PZ",3.117,08,KG,GR,1000.0,3.117,1,2024
BRK,FOOD - ,SPEZIECO - ,FOO.MON.00003,KETCHUP BUSTINE,20.449,08,CF,CF,1.0,10.383,2,2024
BRK,FOOD - ,SPEZIECO - ,FOO.MON.00004,PEPE BUSTINE,10.27,08,CF,CF,1.0,10.27,1,2024
BRK,FOOD - ,SPEZIECO - ,FOO.MON.00005,MAIONESE BUSTINE,17.5288,08,CF,CF,1.0,9.1922,2,2024
BRK,FOOD - ,SPEZIECO - ,FOO.MON.00007,ACETO BALSAMICO BUSTINE,14.3361,08,CF,CF,1.0,14.3361,1,2024
BRK,FOOD - ,SPEZIECO - ,FOO.SPE.00001,ACETO DI VINO BIANCO,6.4087,08,LT,LT,1.0,0.8144,8,2024
BRK,FOOD - ,SPEZIECO - ,FOO.SPE.00006,SALE BUSTINE,21.1114,08,CF,CF,1.0,10.5171,2,2024
BRK,FOOD - ,SPEZIECO - ,FOO.SPE.00008,OLIO EXTRA VERGINE BUSTINE,49.2629,08,CF,CF,1.0,16.4537,3,2024
BRK,FOOD - ,UOVA - ,FOO.UOV.00001,UOVA FRESCHE L CAT. A X 180PZ,886.7404,08,PZ,PZ,1.0,0.185,5016,2024
BRK,FOOD - ,YOGURT - ,FOO.YOG.00002,YOGURT BIANCO KG.5,209.4009,08,PZ,PZ,1.0,10.47,20,2024
BRK,VARIE - ,CARTBUSA - ,VAR.CAR.00016,BUSTE SHOPPER BIANCHE 400PZ (COLAZIONI),2.421,08,PZ,PZ,1.0,0.1345,18,2024
BRK,VARIE - ,CARTBUSA - ,VAR.CAR.00021,CENTRINI MERLETTATI RETTANGO 30X40 250PZ,11.0,08,CF,PZ,250.0,11.0,1,2024
