Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo_Periodo,Secondo_Periodo,Valore,Mese,Anno,Row_Type,Reparto_Dir,Reparto_Filled,Classe_Filled,Categoria_Filled
,,ACQUA - ,,,,,,,,5.5436,5.5436,5.5436,09,2024,Categoria,BRK,BRK,BEVERAGE - ,ACQUA - 
,,,BEV.ACQ.00004,ACQUA FRIZZANTE 50CL X 12,BT,BT,1.0,0.1496,4,0.5936,0.5936,0.5936,09,2024,Articolo,BRK,BRK,BEVERAGE - ,ACQUA - 
,,,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,BT,BT,1.0,0.15,33,4.95,4.95,4.95,09,2024,Articolo,BRK,BRK,BEVERAGE - ,ACQUA - 
,,CAFFETT - ,,,,,,,,1150.1144,1150.1144,1150.1144,09,2024,Categoria,BRK,BRK,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00004,CAMOMILLA 1CF X 20 PZ,CF,PZ,20.0,1.2891,3,3.8672,3.8672,3.8672,09,2024,Articolo,BRK,BRK,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00005,THE TWINNINGS PURE GREEN 1CFX25PZ,CF,PZ,25.0,2.2606,4,9.0424,9.0424,9.0424,09,2024,Articolo,BRK,BRK,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00006,THE TWINNINGS EARL GREY 1CFX25PZ,CF,PZ,25.0,1.905,5,9.0075,9.0075,9.0075,09,2024,Articolo,BRK,BRK,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00007,THE TWINNINGS FRUTTI ROSSI 1CFX25PZ,CF,PZ,25.0,1.9015,1,1.4499,1.4499,1.4499,09,2024,Articolo,BRK,BRK,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00009,DIETOR,CF,CF,1.0,2.4505,12,28.6525,28.6525,28.6525,09,2024,Articolo,BRK,BRK,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00010,THE TWINNINGS NERO ENG. BREAKFAST 1CFX25,CF,PZ,25.0,3.2405,15,47.5204,47.5204,47.5204,09,2024,Articolo,BRK,BRK,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00013,TISANA TWINNINGS FRUTTI ROSSI 1CFX20PZ,CF,PZ,20.0,3.211,2,6.422,6.422,6.422,09,2024,Articolo,BRK,BRK,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00028,LATTE SOLUBILE 500GR x 20 pz,PZ,PZ,1.0,5.7915,55,309.1525,309.1525,309.1525,09,2024,Articolo,BRK,BRK,BEVERAGE - ,CAFFETT - 
,,,CAF.BEV.00004,CAFFE IN GRANI BREAKFAST,KG,GR,100.0,15.0,49,735.0,735.0,735.0,09,2024,Articolo,BRK,BRK,BEVERAGE - ,CAFFETT - 
,,LATTE - ,,,,,,,,179.728,179.728,179.728,09,2024,Categoria,BRK,BRK,BEVERAGE - ,LATTE - 
,,,BEV.LAT.00001,LATTE INTERO UHT LT.1,LT,LT,1.0,1.216,95,115.5174,115.5174,115.5174,09,2024,Articolo,BRK,BRK,BEVERAGE - ,LATTE - 
,,,BEV.LAT.00002,LATTE DI RISO LT.1,LT,LT,1.0,1.3208,4,6.3612,6.3612,6.3612,09,2024,Articolo,BRK,BRK,BEVERAGE - ,LATTE - 
,,,BEV.LAT.00003,LATTE DI SOIA LT.1,LT,LT,1.0,1.6799,5,8.3745,8.3745,8.3745,09,2024,Articolo,BRK,BRK,BEVERAGE - ,LATTE - 
,,,BEV.LAT.00004,LATTE UHT PARZIALMENTE SCREMATO,LT,LT,1.0,1.04,44,45.758,45.758,45.758,09,2024,Articolo,BRK,BRK,BEVERAGE - ,LATTE - 
,,,BEV.LAT.00005,LATTE UHT SENZA LATTOSIO 1LT,LT,LT,1.0,1.23,3,3.7169,3.7169,3.7169,09,2024,Articolo,BRK,BRK,BEVERAGE - ,LATTE - 
,,SOFDRINK - ,,,,,,,,1169.0,1169.0,1169.0,09,2024,Categoria,BRK,BRK,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00028,SUCCO CONCENTRATO ARANCIA ROSSA 4GKX4PZ,PZ,PZ,1.0,41.75,7,292.25,292.25,292.25,09,2024,Articolo,BRK,BRK,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00029,SUCCO CONCENTRATO ACE 4GKX4PZ,PZ,PZ,1.0,41.75,7,292.25,292.25,292.25,09,2024,Articolo,BRK,BRK,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00030,SUCCO CONCENTRATO ANANAS 4GKX4PZ,PZ,PZ,1.0,41.75,7,292.25,292.25,292.25,09,2024,Articolo,BRK,BRK,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00031,SUCCO CONCENTRATO ARANCIA BIONDA 4GKX4PZ,PZ,PZ,1.0,41.75,7,292.25,292.25,292.25,09,2024,Articolo,BRK,BRK,BEVERAGE - ,SOFDRINK - 
,FOOD - ,,,,,,,,,15935.8046,15935.8046,15935.8046,09,2024,Classe,BRK,BRK,FOOD - ,
,,BURR - ,,,,,,,,227.9107,227.9107,227.9107,09,2024,Categoria,BRK,BRK,FOOD - ,BURR - 
,,,FOO.BUR.00001,BURRO MONO 1CFX100PZ,CF,PZ,100.0,10.6585,22,227.9107,227.9107,227.9107,09,2024,Articolo,BRK,BRK,FOOD - ,BURR - 
,,CARNEROS - ,,,,,,,,508.2845,508.2845,508.2845,09,2024,Categoria,BRK,BRK,FOOD - ,CARNEROS - 
,,,FOO.CRO.00001,SALSICCIA AIA LUGANEGA,KG,KG,1.0,7.664,67.83,508.2845,508.2845,508.2845,09,2024,Articolo,BRK,BRK,FOOD - ,CARNEROS - 
,,CEREALI - ,,,,,,,,228.6602,228.6602,228.6602,09,2024,Categoria,BRK,BRK,FOOD - ,CEREALI - 
,,,FOO.CER.00001,CEREALI RISO SOFFIATO CACAO ALPEDI' 1KG,KG,KG,1.0,3.8395,2,7.2238,7.2238,7.2238,09,2024,Articolo,BRK,BRK,FOOD - ,CEREALI - 
,,,FOO.CER.00002,CEREALI CORN FLAKES ALPEDI' 1KG,KG,KG,1.0,3.8219,7,25.0819,25.0819,25.0819,09,2024,Articolo,BRK,BRK,FOOD - ,CEREALI - 
,,,FOO.CER.00003,CEREALI RISO SOFFIATO ALPEDI' 1KG,KG,KG,1.0,2.411,1,3.6705,3.6705,3.6705,09,2024,Articolo,BRK,BRK,FOOD - ,CEREALI - 
,,,FOO.CER.00004,MUESLI CIOCCOLATO E NOCCIOLE 1KG,KG,KG,1.0,5.1664,15,77.4965,77.4965,77.4965,09,2024,Articolo,BRK,BRK,FOOD - ,CEREALI - 
,,,FOO.CER.00006,CEREALI ALL BRAN KELLOGG'S GR.500,PZ,PZ,1.0,3.8617,4.5,17.3778,17.3778,17.3778,09,2024,Articolo,BRK,BRK,FOOD - ,CEREALI - 
,,,FOO.CER.00007,MUESLI FRUTTI ROSSI 500GR,KG,KG,1.0,5.4415,20.5,97.8097,97.8097,97.8097,09,2024,Articolo,BRK,BRK,FOOD - ,CEREALI - 
,,FORMAGG - ,,,,,,,,959.1733,959.1733,959.1733,09,2024,Categoria,BRK,BRK,FOOD - ,FORMAGG - 
,,,FOO.FOR.00001,EMMENTAL ALPEDOR,KG,GR,1000.0,7.3838,42.23,312.3583,312.3583,312.3583,09,2024,Articolo,BRK,BRK,FOOD - ,FORMAGG - 
,,,FOO.FOR.00003,FORMAGGIO PHILADELPHIA MONO 60PZ,CF,PZ,1.0,16.7349,12,200.8187,200.8187,200.8187,09,2024,Articolo,BRK,BRK,FOOD - ,FORMAGG - 
,,,FOO.FOR.00017,SCAMORZA AFFUMICATA,KG,GR,1000.0,9.331,47.55,445.9963,445.9963,445.9963,09,2024,Articolo,BRK,BRK,FOOD - ,FORMAGG - 
,,FRUTTFRE - ,,,,,,,,1535.32,1535.32,1535.32,09,2024,Categoria,BRK,BRK,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00008,ANGURIA,KG,GR,1000.0,1.4229,459.52,587.5888,587.5888,587.5888,09,2024,Articolo,BRK,BRK,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00009,MELONE CANTALUPO,KG,GR,1000.0,1.821,278.9,481.4603,481.4603,481.4603,09,2024,Articolo,BRK,BRK,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00010,MELONE GIALLO,KG,GR,1000.0,1.489,318.1,466.2709,466.2709,466.2709,09,2024,Articolo,BRK,BRK,FOOD - ,FRUTTFRE - 
,,FRUTTSEC - ,,,,,,,,81.2627,81.2627,81.2627,09,2024,Categoria,BRK,BRK,FOOD - ,FRUTTSEC - 
,,,FOO.FRS.00009,SEMI DI ZUCCA,KG,GR,1000.0,10.6913,2,21.3827,21.3827,21.3827,09,2024,Articolo,BRK,BRK,FOOD - ,FRUTTSEC - 
,,,FOO.FRS.00012,MISTO FRUTTI ROSSI,KG,GR,1000.0,12.493,3,37.479,37.479,37.479,09,2024,Articolo,BRK,BRK,FOOD - ,FRUTTSEC - 
,,,FOO.FRS.00013,BANANA CHIPS,KG,GR,1000.0,7.467,3,22.401,22.401,22.401,09,2024,Articolo,BRK,BRK,FOOD - ,FRUTTSEC - 
,,LATTICIN - ,,,,,,,,338.7,338.7,338.7,09,2024,Categoria,BRK,BRK,FOOD - ,LATTICIN - 
,,,FOO.LAT.00008,CILIEGINE 25GR,KG,GR,1000.0,7.5,45.16,338.7,338.7,338.7,09,2024,Articolo,BRK,BRK,FOOD - ,LATTICIN - 
,,MONODOLC - ,,,,,,,,188.2306,188.2306,188.2306,09,2024,Categoria,BRK,BRK,FOOD - ,MONODOLC - 
,,,FOO.MDO.00001,BIFETTE MULINO BIANCO GR17X100PZ,PZ,PZ,1.0,0.1379,138,19.0239,19.0239,19.0239,09,2024,Articolo,BRK,BRK,FOOD - ,MONODOLC - 
,,,FOO.MDO.00002,BIFETTE INTEGRALI MULINO BIANCO17GRX100P,PZ,PZ,1.0,0.1381,89,12.2929,12.2929,12.2929,09,2024,Articolo,BRK,BRK,FOOD - ,MONODOLC - 
,,,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,KG,KG,1.0,2.7154,11,29.8696,29.8696,29.8696,09,2024,Articolo,BRK,BRK,FOOD - ,MONODOLC - 
,,,FOO.MON.00009,ZUCCHERO DI CANNA BUSTINE 10KG,KG,KG,1.0,2.9253,6.5,19.0142,19.0142,19.0142,09,2024,Articolo,BRK,BRK,FOOD - ,MONODOLC - 
,,,FOO.MON.00010,NUTELLA MONO 15GRX120PZ,PZ,PZ,1.0,0.1801,600,108.03,108.03,108.03,09,2024,Articolo,BRK,BRK,FOOD - ,MONODOLC - 
,,ORTAGGI - ,,,,,,,,679.3906,679.3906,679.3906,09,2024,Categoria,BRK,BRK,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00002,POMODORO CUORE DI BUE,KG,KG,1.0,3.0293,179.7,496.4824,496.4824,496.4824,09,2024,Articolo,BRK,BRK,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00010,MISTICANZA,PZ,PZ,1.0,1.211,103,123.7324,123.7324,123.7324,09,2024,Articolo,BRK,BRK,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00016,POMODORI SORRENTO,KG,GR,1000.0,1.6366,23,53.1852,53.1852,53.1852,09,2024,Articolo,BRK,BRK,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00018,CETRIOLI,KG,GR,1000.0,1.6287,4,5.9906,5.9906,5.9906,09,2024,Articolo,BRK,BRK,FOOD - ,ORTAGGI - 
,,PANE - ,,,,,,,,399.4431,399.4431,399.4431,09,2024,Categoria,BRK,BRK,FOOD - ,PANE - 
,,,FOO.PAN.00001,PANE BIANCO IN CASSETTA GR.400,CF,CF,1.0,1.1831,76,90.2313,90.2313,90.2313,09,2024,Articolo,BRK,BRK,FOOD - ,PANE - 
,,,FOO.PAN.00002,PANE INTEGRALE IN CASSETTA  GR 400,CF,CF,1.0,1.18,66,77.8818,77.8818,77.8818,09,2024,Articolo,BRK,BRK,FOOD - ,PANE - 
,,,FOO.PAN.00003,PANE CIABATTA,KG,KG,1.0,3.0,77.11,231.33,231.33,231.33,09,2024,Articolo,BRK,BRK,FOOD - ,PANE - 
,,PASTICCE - ,,,,,,,,91.2532,91.2532,91.2532,09,2024,Categoria,BRK,BRK,FOOD - ,PASTICCE - 
,,,FOO.PPP.00003,STACCANTE ALIMENTARE SPRAY PER FORNO,PZ,PZ,1.0,4.5367,1,4.5367,4.5367,4.5367,09,2024,Articolo,BRK,BRK,FOOD - ,PASTICCE - 
,,,FOO.PPP.00013,CIOCCOLATO FONDENTE,KG,KG,1.0,11.4188,0.8,9.135,9.135,9.135,09,2024,Articolo,BRK,BRK,FOOD - ,PASTICCE - 
,,,FOO.PPP.00015,ZUCCHERO A VELO 5KG,KG,KG,1.0,1.642,1,1.642,1.642,1.642,09,2024,Articolo,BRK,BRK,FOOD - ,PASTICCE - 
,,,FOO.PPP.00016,MARMELLATA ALBICOCCA,KG,KG,1.0,5.9879,5,29.9395,29.9395,29.9395,09,2024,Articolo,BRK,BRK,FOOD - ,PASTICCE - 
,,,FOO.PPP.00017,GRANELLA DI NOCCIOLE 1KG,KG,KG,1.0,23.0,1,23.0,23.0,23.0,09,2024,Articolo,BRK,BRK,FOOD - ,PASTICCE - 
,,,FOO.PPP.00018,NOCCIOLE TOSTATE 1KG,KG,KG,1.0,23.0,1,23.0,23.0,23.0,09,2024,Articolo,BRK,BRK,FOOD - ,PASTICCE - 
,,SALUMI - ,,,,,,,,1895.1867,1895.1867,1895.1867,09,2024,Categoria,BRK,BRK,FOOD - ,SALUMI - 
,,,FOO.SAL.00001,MORTADELLA IGP,KG,KG,1.0,6.7412,12.4,83.2883,83.2883,83.2883,09,2024,Articolo,BRK,BRK,FOOD - ,SALUMI - 
,,,FOO.SAL.00003,SALAME MILANO FIORUCCI,KG,KG,1.0,11.6723,19.448,227.0025,227.0025,227.0025,09,2024,Articolo,BRK,BRK,FOOD - ,SALUMI - 
,,,FOO.SAL.00004,PETTO DI TACCHINO FERRARINI,KG,KG,1.0,13.9696,36.9,539.0695,539.0695,539.0695,09,2024,Articolo,BRK,BRK,FOOD - ,SALUMI - 
,,,FOO.SAL.00005,PANCETTA / BACON,KG,KG,1.0,10.8796,59.4,655.052,655.052,655.052,09,2024,Articolo,BRK,BRK,FOOD - ,SALUMI - 
,,,FOO.SAL.00006,PROSCIUTTO COTTO FERRARINI,KG,KG,1.0,7.7524,50.31,390.7744,390.7744,390.7744,09,2024,Articolo,BRK,BRK,FOOD - ,SALUMI - 
,,SCATOLAM - ,,,,,,,,402.7405,402.7405,402.7405,09,2024,Categoria,BRK,BRK,FOOD - ,SCATOLAM - 
,,,FOO.SCA.00001,FAGIOLI HEINZ 415GRX24PZ,PZ,PZ,1.0,2.9195,138,402.7405,402.7405,402.7405,09,2024,Articolo,BRK,BRK,FOOD - ,SCATOLAM - 
,,SEMILDOL - ,,,,,,,,6398.5056,6398.5056,6398.5056,09,2024,Categoria,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00004,TORTA ARTIGIANALE CAPRESE 1KG,PZ,PZ,1.0,15.0618,29,437.4528,437.4528,437.4528,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00005,TORTA ARTIGIANALE CROSTATA 1KG,PZ,PZ,1.0,14.9028,13,193.2939,193.2939,193.2939,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00006,TORTA ARTIGIANALE ALLE CAROTE 1 KG,PZ,PZ,1.0,14.8271,17,252.0612,252.0612,252.0612,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00007,PLUMCAKE ARTIGIANALE CACAO 800GR,PZ,PZ,1.0,10.9522,12,128.2838,128.2838,128.2838,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00008,PASTIERA NAPOLETANA 100GRX24PZ,PZ,PZ,1.0,1.1042,224,247.3351,247.3351,247.3351,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00009,SFOGLIATELLE FROLLE 27GRX7KG,KG,KG,1.0,6.7571,30.6,206.768,206.768,206.768,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00010,SFOGLIATELLE RICCE 27GRX7KG,KG,KG,1.0,6.7571,45.64,308.3954,308.3954,308.3954,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00011,SACCOTTINO AL CIOCCOLATO 30GRX150PZ,PZ,PZ,1.0,0.3513,1033,362.8992,362.8992,362.8992,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00012,GIRELLA CREMA E UVETTA 30GRX150PZ,PZ,PZ,1.0,0.3513,842,295.8007,295.8007,295.8007,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00013,CORNETTO VUOTO 30GRX150PZ,PZ,PZ,1.0,0.3513,1291,453.532,453.532,453.532,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00014,"CIAMBELLA MINI 25GRX2,5KG",KG,KG,1.0,15.04,23.73,356.8992,356.8992,356.8992,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00015,"KRAPFEN AL CIOCCOLATO 20GRX2,5KG",KG,KG,1.0,16.24,22.5,365.4,365.4,365.4,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00016,MUFFIN MINI MELA CANNELLA 25GRX70PZ,PZ,PZ,1.0,0.4629,284,131.4595,131.4595,131.4595,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00017,MUFFIN MINI CACAO 27GRX70PZ,PZ,PZ,1.0,0.4629,356,164.7898,164.7898,164.7898,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00018,TRECCIA MINI NOCI PECAN 50GRX80PZ,PZ,PZ,1.0,0.5021,469,235.3875,235.3875,235.3875,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00019,CORNETTO PRINCIPINO CIOCCOLATO 35GRX85PZ,PZ,PZ,1.0,0.3271,821,268.541,268.541,268.541,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00020,CORNETTO PRINCIPINO CREMA 35GRX85PZ,PZ,PZ,1.0,0.3271,810,264.9405,264.9405,264.9405,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00021,CORNETTO PRINCIPINO MARMELLATA 35GRX85PZ,PZ,PZ,1.0,0.3271,985,322.171,322.171,322.171,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00022,CORNETTO VEG PRINCIPINO CEREAL 35GRX100P,PZ,PZ,1.0,0.345,5,1.725,1.725,1.725,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00023,CORNETTO GF CACAO NOCCIOLE 100GRX12PZ,PZ,PZ,1.0,2.8662,17,48.7302,48.7302,48.7302,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00024,CORNETTO GF ALBICOCCA 100GRX12PZ,PZ,PZ,1.0,2.9,4,11.6,11.6,11.6,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00028,PLUMCAKE ARTIGIANALE AL LIMONE 800 GR,PZ,PZ,1.0,11.6737,28,321.489,321.489,321.489,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00029,TORTA  ARTIGIANALE ALLE MELE 1 KG,PZ,PZ,1.0,15.0679,21,317.0501,317.0501,317.0501,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00031,CONFETTURA CILIEGIA 900GRX6PZ,PZ,PZ,1.0,3.1552,2,6.3104,6.3104,6.3104,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00032,CONFETTURA FRAGOLA 900GRX6PZ,PZ,PZ,1.0,6.0311,3,18.0933,18.0933,18.0933,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00034,CONFETTURA PESCA 900GRX6PZ,PZ,PZ,1.0,4.0981,2,8.1962,8.1962,8.1962,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00035,MIELE 900GRX6PZ,PZ,PZ,1.0,10.0,6,60.0,60.0,60.0,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00036,SCIROPPO D'ACERO 900GRX6PZ,PZ,PZ,1.0,7.5,6,45.0,45.0,45.0,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00037,CONFETTURA FRUTTI DI BOSCO 900GRX6PZ,PZ,PZ,1.0,6.4808,5,32.404,32.404,32.404,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00044,BURRO DI ARACHIDI 800GRX6PZ,PZ,PZ,1.0,16.2484,2,32.4968,32.4968,32.4968,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00047,PANCAKE PREPARATO MACCHINA GR 730,PZ,PZ,1.0,12.5,40,500.0,500.0,500.0,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILDOL - 
,,SEMILSAL - ,,,,,,,,513.1895,513.1895,513.1895,09,2024,Categoria,BRK,BRK,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00011,"PANINI ALPE ADRIA MIX 3,5GRX2,7KG",KG,KG,1.0,9.5185,36.16,344.1895,344.1895,344.1895,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00012,PATATE SURGELATE LA RISSOLEE GR.700,PZ,PZ,1.0,2.114,80,169.0,169.0,169.0,09,2024,Articolo,BRK,BRK,FOOD - ,SEMILSAL - 
,,SPEZIECO - ,,,,,,,,164.6246,164.6246,164.6246,09,2024,Categoria,BRK,BRK,FOOD - ,SPEZIECO - 
,,,FOO.MON.00003,KETCHUP BUSTINE,CF,CF,1.0,10.383,2,20.449,20.449,20.449,09,2024,Articolo,BRK,BRK,FOOD - ,SPEZIECO - 
,,,FOO.MON.00004,PEPE BUSTINE,CF,CF,1.0,10.27,1,10.27,10.27,10.27,09,2024,Articolo,BRK,BRK,FOOD - ,SPEZIECO - 
,,,FOO.MON.00005,MAIONESE BUSTINE,CF,CF,1.0,9.1922,2,18.3844,18.3844,18.3844,09,2024,Articolo,BRK,BRK,FOOD - ,SPEZIECO - 
,,,FOO.MON.00007,ACETO BALSAMICO BUSTINE,CF,CF,1.0,14.3361,2,28.6722,28.6722,28.6722,09,2024,Articolo,BRK,BRK,FOOD - ,SPEZIECO - 
,,,FOO.SPE.00006,SALE BUSTINE,CF,CF,1.0,10.5171,2,21.0343,21.0343,21.0343,09,2024,Articolo,BRK,BRK,FOOD - ,SPEZIECO - 
,,,FOO.SPE.00008,OLIO EXTRA VERGINE BUSTINE,CF,CF,1.0,16.4537,4,65.8147,65.8147,65.8147,09,2024,Articolo,BRK,BRK,FOOD - ,SPEZIECO - 
,,UOVA - ,,,,,,,,1166.8788,1166.8788,1166.8788,09,2024,Categoria,BRK,BRK,FOOD - ,UOVA - 
,,,FOO.UOV.00001,UOVA FRESCHE L CAT. A X 180PZ,PZ,PZ,1.0,0.185,6601,1166.8788,1166.8788,1166.8788,09,2024,Articolo,BRK,BRK,FOOD - ,UOVA - 
,,YOGURT - ,,,,,,,,157.05,157.05,157.05,09,2024,Categoria,BRK,BRK,FOOD - ,YOGURT - 
,,,FOO.YOG.00002,YOGURT BIANCO KG.5,PZ,PZ,1.0,10.47,15,157.05,157.05,157.05,09,2024,Articolo,BRK,BRK,FOOD - ,YOGURT - 
,VARIE - ,,,,,,,,,1269.8318,1269.8318,1269.8318,09,2024,Classe,BRK,BRK,VARIE - ,
,,CARTBUSA - ,,,,,,,,68.706,68.706,68.706,09,2024,Categoria,BRK,BRK,VARIE - ,CARTBUSA - 
,,,VAR.CAR.00016,BUSTE SHOPPER BIANCHE 400PZ (COLAZIONI),PZ,PZ,1.0,0.1345,48,6.456,6.456,6.456,09,2024,Articolo,BRK,BRK,VARIE - ,CARTBUSA - 
,,,VAR.CAR.00017,CENTRINI MERLETTATI RETTANG 20X30 250PZ,CF,PZ,250.0,5.5,2,11.0,11.0,11.0,09,2024,Articolo,BRK,BRK,VARIE - ,CARTBUSA - 
,,,VAR.CAR.00020,CENTRINI MERLETTATI RETTANGO 25X35 250PZ,CF,PZ,250.0,9.0,2,18.0,18.0,18.0,09,2024,Articolo,BRK,BRK,VARIE - ,CARTBUSA - 
,,,VAR.CAR.00021,CENTRINI MERLETTATI RETTANGO 30X40 250PZ,CF,PZ,250.0,11.0,2,22.0,22.0,22.0,09,2024,Articolo,BRK,BRK,VARIE - ,CARTBUSA - 
,,,VAR.CAR.00022,CENTRINI MERLETTATI OVALI 30X31 250PZ,CF,PZ,250.0,12.5,1,11.25,11.25,11.25,09,2024,Articolo,BRK,BRK,VARIE - ,CARTBUSA - 
,,MONOUSO - ,,,,,,,,1150.0881,1150.0881,1150.0881,09,2024,Categoria,BRK,BRK,VARIE - ,MONOUSO - 
,,,VAR.MON.00001,TOVAGLIOLI TNT POKET AZZ40X35(16CFX60PZ),CF,CF,1.0,5.3125,70,371.875,371.875,371.875,09,2024,Articolo,BRK,BRK,VARIE - ,MONOUSO - 
,,,VAR.MON.00005,TOVAGLIOLO TNT 40X40 (16CFX50PZ),CF,CF,1.0,3.6749,19,69.8231,69.8231,69.8231,09,2024,Articolo,BRK,BRK,VARIE - ,MONOUSO - 
,,,VAR.MON.00007,TOVAGLIE 100X100 (4CFX25PZ),CF,CF,1.0,14.002,25,350.05,350.05,350.05,09,2024,Articolo,BRK,BRK,VARIE - ,MONOUSO - 
,,,VAR.MON.00024,SALVALIQUIDI RETTANGOLARI GR750 1CFX50PZ,PZ,PZ,1.0,0.22,22,4.84,4.84,4.84,09,2024,Articolo,BRK,BRK,VARIE - ,MONOUSO - 
,,,VAR.MON.00029,TOVAGLIE 100X100 BIANCHE 4CFX25PZ,CF,CF,1.0,11.875,12,139.5,139.5,139.5,09,2024,Articolo,BRK,BRK,VARIE - ,MONOUSO - 
,,,VAR.MON.00032,TOVAGLIOLI TNT POKET AZZ40X35(16CFX50PZ),CF,CF,1.0,4.0476,32,170.0,170.0,170.0,09,2024,Articolo,BRK,BRK,VARIE - ,MONOUSO - 
,,,VAR.MON.00040,CARTA PARAFFINATA 25X37 10KG,KG,KG,1.0,4.4,10,44.0,44.0,44.0,09,2024,Articolo,BRK,BRK,VARIE - ,MONOUSO - 
,,PROCUCIN - ,,,,,,,,51.0377,51.0377,51.0377,09,2024,Categoria,BRK,BRK,VARIE - ,PROCUCIN - 
,,,VAR.PRO.00001,CARTA PELLICOLA CUKI 300MT X8 ROTOLO,PZ,PZ,1.0,6.3797,8,51.0377,51.0377,51.0377,09,2024,Articolo,BRK,BRK,VARIE - ,PROCUCIN - 
,,,,,,,,,TOTALE,19710.0224,19710.0224,19710.0224,09,2024,Unknown,BRK,BRK,VARIE - ,PROCUCIN - 
BRK,,,,,,,,,,18966.2331,18966.2331,18966.2331,06,2024,Reparto,BRK,BRK,,
