Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,FOO.PAN.00008,PANINI FARINA BIANCA GR 40,KG,GR,1000.0,4.5067,15,67.6006,67.6006
,,,FOO.PAN.00009,PANINI INTEGRALI GR 40,KG,GR,1000.0,4.5067,14.5,65.3473,65.3473
,,SNACKSAL - ,,,,,,,,242.3337,242.3337
,,,FOO.SNA.00001,ARACHIDI SALATE 1KGX12CF,KG,KG,1.0,5.5,7.5,41.25,41.25
,,,FOO.SNS.00001,PATATINE PER APERITIVO,PZ,PZ,1.0,4.4127,23,101.4921,101.4921
,,,FOO.SNS.00002,TARALLI,KG,GR,1000.0,4.0042,4,16.0168,16.0168
,,,FOO.SNS.00003,OLIVE VERDI,KG,KG,1.0,6.995,10,69.9504,69.9504
,,,FOO.SNS.00009,CROSTINI DORATI SAN CARLO 14PZ,PZ,PZ,1.0,0.9929,6,5.9574,5.9574
,,,FOO.SNS.00010,ARACHIDI SALATE 40GRX30PZ,PZ,PZ,1.0,0.7667,10,7.667,7.667
,,SPEZIECO - ,,,,,,,,97.8,97.8
,,,FOO.MON.00015,MAIONESE HEINZ VETRO GR 30 X 72 PZ,PZ,PZ,1.0,0.85,58,49.3,49.3
,,,FOO.MON.00016,KETCHUP HEINZ VETRO GR 40 X 72 PZ,PZ,PZ,1.0,0.85,50,42.5,42.5
,,,FOO.SPE.00022,ACETO BALSAMICO MANICARDI CL 250,PZ,PZ,1.0,3.0,2,6.0,6.0
,PULIZIA - ,,,,,,,,,71.5632,71.5632
,,DETERGEN - ,,,,,,,,71.5632,71.5632
,,,PUL.DET.00007,BRILLANTANTE LAVAST.TOPRINSE ECOLAB 5L,PZ,PZ,1.0,34.8149,1,34.8149,34.8149
,,,PUL.DET.00015,DETERSIVO LAVAST. TOPMATIC ECOLAB 5LT,PZ,PZ,1.0,36.7483,1,36.7483,36.7483
,VARIE - ,,,,,,,,,84.5552,84.5552
,,CANCELLE - ,,,,,,,,5.76,5.76
,,,VAR.CAN.00030,RICARICA X SPILLATRICE 21/4 10CFX2000PZ,CF,CF,1.0,1.92,3,5.76,5.76
