Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,BEV.VIN.00014,GROTTE GRECO DI TUFO 75 CL,BT,BT,1.0,8.5,2,17.0,17.0
,,,BEV.VIN.00015,PENDINO FIANO DI AVELLINO 75 CL,BT,BT,1.0,8.5,5,42.5,42.5
,,,BEV.VIN.00016,PINOT GRIGIO FRIULI 75 CL,BT,BT,1.0,7.3,4,29.2,29.2
,,,BEV.VIN.00017,CHARDONNAY FRIULI 75 CL,BT,BT,1.0,7.3,4,29.2,29.2
,,,BEV.VIN.00018,VETTE SAUVIGNON BLANC 75 CL,BT,BT,1.0,8.5,4,34.0,34.0
,,,BEV.VIN.00019,PUNTA CROCE DOC 75 CL,BT,BT,1.0,18.0,1,18.0,18.0
,,VINOROSE - ,,,,,,,,175.4,175.4
,,,BEV.VIN.00003,VINO ROSATO SAMMARCO 75 CL,BT,CL,0.75,4.5,17,76.5,76.5
,,,BEV.VIN.00028,SALICERCHI DOC 75 CL,BT,BT,1.0,18.0,2,36.0,36.0
,,,BEV.VIN.00029,ROSIE AGLIANICO IRPINIA 75 CL,BT,BT,1.0,7.9,1,7.9,7.9
,,,BEV.VIN.00030,CAPITIROSE TRAMONTI 75 CL,BT,BT,1.0,11.0,5,55.0,55.0
,,VINOROSS - ,,,,,,,,121.2,121.2
,,,BEV.VIN.00004,VINO ROSSO SAMMARCO 75 CL,BT,CL,0.75,3.3,7,23.1,23.1
,,,BEV.VIN.00020,VADANTICO AGLIANICO 75 CL,BT,BT,1.0,7.9,5,39.5,39.5
,,,BEV.VIN.00023,PINOT NERO ISONZO 75 CL,BT,BT,1.0,17.5,1,17.5,17.5
,,,BEV.VIN.00025,NIPOZZANO VECCHIE VITI 75 CL,BT,BT,1.0,16.9,2,33.8,33.8
,,,BEV.VIN.00026,MONTEPULCIANO D'ABRUZZO 75 CL,BT,BT,1.0,7.3,1,7.3,7.3
,,VODKA - ,,,,,,,,16.48,16.48
,,,BEV.VOD.00001,VODKA ABSOLUT,LT,CL,100.0,16.7793,1,16.48,16.48
,,WHISKY - ,,,,,,,,21.84,21.84
,,,BEV.WHS.00001,JACK DANIEL'S,LT,CL,100.0,21.84,1,21.84,21.84
,FOOD - ,,,,,,,,,831.4095,831.4095
,,FRUTTFRE - ,,,,,,,,66.786,66.786
,,,FOO.FRU.00002,ARANCE,KG,GR,1000.0,2.3627,11,18.0757,18.0757
,,,FOO.FRU.00003,LIMONI,KG,GR,1000.0,2.7427,2.5,4.6493,4.6493
,,,FOO.FRU.00004,LIME,KG,GR,1000.0,5.1834,6.63,44.061,44.061
,,MONODOLC - ,,,,,,,,3.08,3.08
,,,FOO.MON.00014,ZUCCHERO ERIDIANA ZOLLETTE 1KG,KG,KG,1.0,2.7077,0.7,3.08,3.08
,,OLIO - ,,,,,,,,43.2,43.2
,,,FOO.OLI.00004,OLIO DI OLIVA TORIELLO CL 250,PZ,PZ,1.0,4.8,9,43.2,43.2
,,ORTAGGI - ,,,,,,,,15.9913,15.9913
,,,FOO.ORT.00001,MENTA FRESCA,KG,GR,1000.0,9.8864,2.1,15.9913,15.9913
,,PANE - ,,,,,,,,228.4902,228.4902
,,,FOO.PAN.00008,PANINI FARINA BIANCA GR 40,KG,GR,1000.0,4.5067,25.35,114.2451,114.2451
,,,FOO.PAN.00009,PANINI INTEGRALI GR 40,KG,GR,1000.0,4.5067,25.35,114.2451,114.2451
,,PASTICCE - ,,,,,,,,1.6,1.6
,,,FOO.PPP.00023,PANNA HOPLA 200 ML,LT,CL,100.0,4.0477,0.4,1.6,1.6
,,SNACKSAL - ,,,,,,,,466.262,466.262
,,,FOO.SNA.00001,ARACHIDI SALATE 1KGX12CF,KG,KG,1.0,5.5,13,71.5,71.5
,,,FOO.SNS.00001,PATATINE PER APERITIVO,PZ,PZ,1.0,4.4127,50,234.4113,234.4113
,,,FOO.SNS.00002,TARALLI,KG,GR,1000.0,4.0042,13,48.9174,48.9174
,,,FOO.SNS.00003,OLIVE VERDI,KG,KG,1.0,6.995,16,111.4333,111.4333
,,SPEZIECO - ,,,,,,,,6.0,6.0
,,,FOO.SPE.00022,ACETO BALSAMICO MANICARDI CL 250,PZ,PZ,1.0,3.0,2,6.0,6.0
,PULIZIA - ,,,,,,,,,85.7691,85.7691
,,DETERGEN - ,,,,,,,,85.7691,85.7691
,,,PUL.DET.00007,BRILLANTANTE LAVAST.TOPRINSE ECOLAB 5L,PZ,PZ,1.0,34.8149,1,16.8042,16.8042
,,,PUL.DET.00015,DETERSIVO LAVAST. TOPMATIC ECOLAB 5LT,PZ,PZ,1.0,36.7483,2,68.9649,68.9649
,VARIE - ,,,,,,,,,45.763,45.763
,,CANCELLE - ,,,,,,,,3.353,3.353
,,,VAR.CAN.00023,ROTOLI CARTA 57X18 MM POS 1CFX10 PZ,PZ,PZ,0.0,0.3353,10,3.353,3.353
,,MONOUSO - ,,,,,,,,42.41,42.41
,,,VAR.MON.00011,BICCHIERI PLASTICA KRISTAL 40CL20CFX50PZ,CF,CF,1.0,2.5,3,7.5,7.5
,,,VAR.MON.00013,BICCHIERI PLASTICA KRISTAL 16CL30CFX100P,CF,CF,1.0,1.0,1,1.0,1.0
,,,VAR.MON.00014,BICCHIERI PLASTICA KRISTAL 25CL20CFX50PZ,CF,CF,1.0,1.7,2,3.4,3.4
,,,VAR.MON.00021,CANNUCCE PLASTICA ALTE NERE 1CFX1000PZ,CF,CF,1.0,6.0,1,6.0,6.0
,,,VAR.MON.00022,CANNUCCE PLASTICA BASSE NERE 1CFX1000PZ,CF,CF,1.0,5.0,1,5.0,5.0
,,,VAR.MON.00035,GUANTI MONOUSO MISURA M CHEF,CF,CF,1.0,5.5,2,11.0,11.0
,,,VAR.MON.00039,GUANTI MONOUSO MISURA S CHEF,CF,CF,1.0,5.5,1,5.5,5.5
,,,VAR.MON.00049,SPIEDINO APERITIVO BAMBOO 9CM 100PZ,CF,CF,1.0,1.81,1,1.81,1.81
,,,VAR.MON.00050,STUZZICADENTI FORCHETTINE 1000PZ,CF,CF,1.0,3.3733,1,1.2,1.2
,,,,,,,,,TOTALE,4206.6999,4206.6999
