Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,VAR.CAN.00022,ROTOLI CARTA 80X80 MM RT 1CFX10PZ,PZ,PZ,0.0,1.4,4,5.6,5.6
,,,VAR.CAN.00023,ROTOLI CARTA 57X18 MM POS 1CFX10 PZ,PZ,PZ,0.0,0.3353,2,0.6706,0.6706
,,CARTBUSA - ,,,,,,,,11.25,11.25
,,,VAR.CAR.00022,CENTRINI MERLETTATI OVALI 30X31 250PZ,CF,PZ,250.0,12.5,1,11.25,11.25
,,MONOUSO - ,,,,,,,,68.6737,68.6737
,,,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,CF,CF,1.0,5.5827,2,11.1654,11.1654
,,,VAR.MON.00011,BICCHIERI PLASTICA KRISTAL 40CL20CFX50PZ,CF,CF,1.0,2.5,3,7.5,7.5
,,,VAR.MON.00014,BICCHIERI PLASTICA KRISTAL 25CL20CFX50PZ,CF,CF,1.0,1.7,1,1.7,1.7
,,,VAR.MON.00021,CANNUCCE PLASTICA ALTE NERE 1CFX1000PZ,CF,CF,1.0,6.0,2,12.0,12.0
,,,VAR.MON.00027,BICCHIERI PLASTICA BIANCHI 8CL 1CFX100PZ,CF,CF,1.0,1.0,1,1.0,1.0
,,,VAR.MON.00030,STUZZICADENTI IMBUSTATI 150PZ,CF,PZ,150.0,1.3125,2,2.625,2.625
,,,VAR.MON.00035,GUANTI MONOUSO MISURA M CHEF,CF,CF,1.0,5.5,2,11.0,11.0
,,,VAR.MON.00039,GUANTI MONOUSO MISURA S CHEF,CF,CF,1.0,5.5,3,16.5,16.5
,,,VAR.MON.00049,SPIEDINO APERITIVO BAMBOO 9CM 100PZ,CF,CF,1.0,1.81,1,1.81,1.81
,,,VAR.MON.00050,STUZZICADENTI FORCHETTINE 1000PZ,CF,CF,1.0,3.3733,1,3.3733,3.3733
,,RICECONS - ,,,,,,,,13.5,13.5
,,,VAR.RIC.00014,OLIO PER LAMPADE,PZ,PZ,1.0,4.5,3,13.5,13.5
,,,,,,,,,TOTALE,4659.8262,4659.8262
