Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,FOO.FRU.00003,LIMONI,KG,GR,1000.0,2.7427,22.5,49.3329,49.3329
,,,FOO.FRU.00004,LIME,KG,GR,1000.0,5.1834,5.77,39.4288,39.4288
,,FRUTTSEC - ,,,,,,,,19.1,19.1
,,,FOO.FRS.00005,LIMONE DISIDRATATO 100GR,PZ,PZ,1.0,19.1,1,19.1,19.1
,,MONODOLC - ,,,,,,,,2.1662,2.1662
,,,FOO.MON.00014,ZUCCHERO ERIDIANA ZOLLETTE 1KG,KG,KG,1.0,2.7077,0.8,2.1662,2.1662
,,OLIO - ,,,,,,,,24.0,24.0
,,,FOO.OLI.00004,OLIO DI OLIVA TORIELLO CL 250,PZ,PZ,1.0,4.8,5,24.0,24.0
,,ORTAGGI - ,,,,,,,,15.8415,15.8415
,,,FOO.ORT.00001,MENTA FRESCA,KG,GR,1000.0,9.8864,1.7,15.8415,15.8415
,,PANE - ,,,,,,,,260.488,260.488
,,,FOO.PAN.00008,PANINI FARINA BIANCA GR 40,KG,GR,1000.0,4.5067,28.9,130.244,130.244
,,,FOO.PAN.00009,PANINI INTEGRALI GR 40,KG,GR,1000.0,4.5067,28.9,130.244,130.244
,,PASTICCE - ,,,,,,,,0.8132,0.8132
,,,FOO.PPP.00023,PANNA HOPLA 200 ML,LT,CL,100.0,4.0477,0.2,0.8132,0.8132
,,SEMILDOL - ,,,,,,,,75.0,75.0
,,,FOO.SDO.00059,TORTA COMPLEANNO,KG,KG,1.0,25.1613,3,75.0,75.0
,,SNACKSAL - ,,,,,,,,444.5736,444.5736
,,,FOO.SNA.00001,ARACHIDI SALATE 1KGX12CF,KG,KG,1.0,5.5,13,71.5,71.5
,,,FOO.SNS.00001,PATATINE PER APERITIVO,PZ,PZ,1.0,4.4127,47,221.8005,221.8005
,,,FOO.SNS.00002,TARALLI,KG,GR,1000.0,4.0042,14,53.5032,53.5032
,,,FOO.SNS.00003,OLIVE VERDI,KG,KG,1.0,6.995,14,97.7699,97.7699
,,SPEZIECO - ,,,,,,,,151.8,151.8
,,,FOO.MON.00015,MAIONESE HEINZ VETRO GR 30 X 72 PZ,PZ,PZ,1.0,0.85,84,71.4,71.4
,,,FOO.MON.00016,KETCHUP HEINZ VETRO GR 40 X 72 PZ,PZ,PZ,1.0,0.85,84,71.4,71.4
,,,FOO.SPE.00022,ACETO BALSAMICO MANICARDI CL 250,PZ,PZ,1.0,3.0,3,9.0,9.0
,PULIZIA - ,,,,,,,,,300.3487,300.3487
,,DETERGEN - ,,,,,,,,300.3487,300.3487
,,,PUL.DET.00007,BRILLANTANTE LAVAST.TOPRINSE ECOLAB 5L,PZ,PZ,1.0,34.8149,3,76.8791,76.8791
,,,PUL.DET.00009,SGRASSATORE CHANTECLAIR 600MLX12PZ,PZ,PZ,1.0,2.503,2,4.08,4.08
,,,PUL.DET.00015,DETERSIVO LAVAST. TOPMATIC ECOLAB 5LT,PZ,PZ,1.0,36.7483,6,213.6896,213.6896
,,,PUL.DET.00026,ACETO DI ALCOOL 1LTX12PZ,PZ,PZ,1.0,0.95,6,5.7,5.7
,VARIE - ,,,,,,,,,103.3695,103.3695
,,CANCELLE - ,,,,,,,,15.6765,15.6765
,,,VAR.CAN.00022,ROTOLI CARTA 80X80 MM RT 1CFX10PZ,PZ,PZ,0.0,1.4,10,14.0,14.0
,,,VAR.CAN.00023,ROTOLI CARTA 57X18 MM POS 1CFX10 PZ,PZ,PZ,0.0,0.3353,5,1.6765,1.6765
,,MONOUSO - ,,,,,,,,87.693,87.693
,,,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,CF,CF,1.0,5.5827,1,5.0374,5.0374
,,,VAR.MON.00010,BICCHIERI CARTA 90 ML IDEAL PARTY 1X50PZ,CF,CF,0.0,1.2235,2,1.9581,1.9581
,,,VAR.MON.00011,BICCHIERI PLASTICA KRISTAL 40CL20CFX50PZ,CF,CF,1.0,2.5,3,7.5,7.5
,,,VAR.MON.00013,BICCHIERI PLASTICA KRISTAL 16CL30CFX100P,CF,CF,1.0,1.0,3,3.0,3.0
,,,VAR.MON.00014,BICCHIERI PLASTICA KRISTAL 25CL20CFX50PZ,CF,CF,1.0,1.7,3,5.1,5.1
,,,VAR.MON.00021,CANNUCCE PLASTICA ALTE NERE 1CFX1000PZ,CF,CF,1.0,6.0,1,6.0,6.0
,,,VAR.MON.00022,CANNUCCE PLASTICA BASSE NERE 1CFX1000PZ,CF,CF,1.0,5.0,1,5.0,5.0
,,,VAR.MON.00027,BICCHIERI PLASTICA BIANCHI 8CL 1CFX100PZ,CF,CF,1.0,1.0,1,1.0,1.0
,,,VAR.MON.00030,STUZZICADENTI IMBUSTATI 150PZ,CF,PZ,150.0,1.3125,3,3.9375,3.9375
,,,VAR.MON.00035,GUANTI MONOUSO MISURA M CHEF,CF,CF,1.0,5.5,2,11.0,11.0
,,,VAR.MON.00039,GUANTI MONOUSO MISURA S CHEF,CF,CF,1.0,5.5,2,11.0,11.0
,,,VAR.MON.00049,SPIEDINO APERITIVO BAMBOO 9CM 100PZ,CF,CF,1.0,1.81,1,1.81,1.81
,,,VAR.MON.00050,STUZZICADENTI FORCHETTINE 1000PZ,CF,CF,1.0,3.3733,3,3.6,3.6
,,,VAR.MON.00054,TOVAGLIOLO BLU 20X20 32CFX100PZ,CF,CF,1.0,1.625,10,16.25,16.25
,,,VAR.MON.00062,GUANTI MONOUSO MISURA L CHEF,CF,CF,1.0,5.5,1,5.5,5.5
,,,,,,,,,TOTALE,4940.4674,4940.4674
