Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,FOO.ORT.00016,POMODORI SORRENTO,KG,GR,1000.0,1.6366,0.2,0.44,0.44
,,,FOO.ORT.0009,INSALATA ICEBERG,PZ,PZ,1.0,1.6667,81,79.8667,79.8667
,,PANE - ,,,,,,,,488.8204,488.8204
,,,FOO.PAN.00006,"PANE FUNGHETTO 1,1KG X 22 FETTEX4CF",CF,CF,1.0,10.2,12,122.4,122.4
,,,FOO.PAN.00012,PANE PELATONE 12X12 33FETTEX6 CF,CF,CF,1.0,13.6,6,81.6,81.6
,,,FOO.PAN.00013,PANE BISCOTTATO INTEGRALE,PZ,PZ,1.0,2.2107,6,13.2636,13.2636
,,,FOO.PAN.00014,PANE FRESELLE 400 GR,PZ,PZ,1.0,2.2144,-3,-6.6432,-6.6432
,,,FOO.PAN.00015,PANINI 100GR,KG,GR,1000.0,4.0,64.3,257.2,257.2
,,,FOO.PAN.00019,PANE FRESELLE GR 300X12PZ,PZ,PZ,1.0,1.0,21,21.0,21.0
,,PASTICCE - ,,,,,,,,16.0,16.0
,,,FOO.PPP.00023,PANNA HOPLA 200 ML,LT,CL,100.0,4.0477,4,16.0,16.0
,,SCATOLAM - ,,,,,,,,637.12,637.12
,,,FOO.SCA.00018,TONNO DELFINO 870GR,PZ,PZ,1.0,14.48,44,637.12,637.12
,,SEMILDOL - ,,,,,,,,221.3669,221.3669
,,,FOO.SDO.00001,CORNETTO CEREALI E F. DI BOSCO 75GRX50PZ,PZ,PZ,1.0,0.612,23,14.076,14.076
,,,FOO.SDO.00002,CORNETTO GLASSATO CREMA 90GRX50PZ,PZ,PZ,1.0,0.618,46,28.428,28.428
,,,FOO.SDO.00003,CORNETTO GLASSATO CIOCCOLATO 90GRX50PZ,PZ,PZ,1.0,0.666,167,111.222,111.222
,,,FOO.SDO.00048,CORNETTO BORBONE GR 85 X PZ 50,PZ,PZ,1.0,0.598,56,33.488,33.488
,,,FOO.SDO.00049,CONCHIGLIA PANNA LATTE GR 90 X PZ 60,PZ,PZ,1.0,0.6417,16,10.2672,10.2672
,,,FOO.SDO.00050,CORNETTO GLASSATO MARMELLATA GR 90XPZ50,PZ,PZ,1.0,0.618,17,10.506,10.506
,,,FOO.SDO.00051,CIAMBELLA MAXI ZUCCHERATA GR 95 X PZ 30,PZ,PZ,1.0,0.7433,18,13.3797,13.3797
,,SEMILSAL - ,,,,,,,,821.9102,821.9102
,,,FOO.SSA.00001,"CALZONE POMODORO MOZZ 130GR  3,9KGX30PZ",PZ,PZ,30.0,0.9933,82,81.4517,81.4517
,,,FOO.SSA.00007,"ARANCINO AL SUGO 130GR 2,5KGX2CF",KG,KG,1.0,9.28,6.5,60.32,60.32
,,,FOO.SSA.00008,"FRITTATINA SPAGHETTI 130GR 2,5KGX2CF",KG,KG,1.0,9.28,11,102.08,102.08
,,,FOO.SSA.00015,"CROCCHE EXTRA GR 130 2X2,5 KG",KG,KG,1.0,9.42,18.5,174.27,174.27
,,,FOO.SSA.00017,PIZZA,PZ,PZ,1.0,1.1667,12,14.0004,14.0004
,,,FOO.SSA.00020,"PIZZA MARGHERITA 1,2KGX4PZ",PZ,PZ,1.0,6.5308,46,279.7882,279.7882
,,,FOO.SSA.00021,FOCACCIA CAPRESE 360GRX6PZ,PZ,PZ,1.0,4.5833,24,109.9999,109.9999
,,SNACKDOL - ,,,,,,,,84.8275,84.8275
,,,FOO.SND.00001,RINGO CACAO 24PZ,PZ,PZ,1.0,0.6875,6,4.125,4.125
,,,FOO.SND.00002,RINGO VANIGLIA 24PZ,PZ,PZ,1.0,0.6875,5,3.4375,3.4375
,,,FOO.SND.00003,CHUPA CHUPS 200PZ,PZ,PZ,1.0,0.0,303,77.265,77.265
,,SNACKSAL - ,,,,,,,,414.2478,414.2478
,,,FOO.SNS.00003,OLIVE VERDI,KG,KG,1.0,6.995,4,27.8583,27.8583
,,,FOO.SNS.00004,PATATINE PRINGLES ORIGINAL 12PZ,PZ,PZ,1.0,1.0988,61,72.59,72.59
,,,FOO.SNS.00005,PATATINE PRINGLES PAPRIKA 12PZ,PZ,PZ,1.0,1.0988,38,45.22,45.22
